codec,geom,file_size,run,write_ms,read_ms,verify,mode,layout,cpu,shard_size,simd_mode
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
mojette-nonsys,4+2,16777216,3,12338,13754,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
rs,8+2,16777216,3,8505,7649,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-sys,8+2,16777216,3,10183,7571,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-nonsys,8+2,16777216,3,10480,17687,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
plain,1+0,16777216,4,5623,5402,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
stripe,10+0,16777216,4,6210,5975,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,simd
rs,4+2,16777216,4,9716,8964,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-sys,4+2,16777216,4,12153,8932,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-nonsys,4+2,16777216,4,12197,13590,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
rs,8+2,16777216,4,8223,7390,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-sys,8+2,16777216,4,10073,7579,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-nonsys,8+2,16777216,4,10473,17706,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
plain,1+0,16777216,5,5419,5278,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
stripe,10+0,16777216,5,6274,5923,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,simd
rs,4+2,16777216,5,9556,8605,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-sys,4+2,16777216,5,12047,8725,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-nonsys,4+2,16777216,5,11946,14094,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
rs,8+2,16777216,5,8146,7333,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-sys,8+2,16777216,5,9936,7454,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
mojette-nonsys,8+2,16777216,5,10289,17620,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,4096,simd
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,scalar
plain,1+0,65536,1,112,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,65536,1,140,83,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,1,161,84,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,65536,1,150,88,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,1,150,95,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,65536,1,142,81,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,65536,1,147,83,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,1,148,127,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,65536,2,159,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,65536,2,137,81,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,2,153,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,65536,2,153,87,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,2,150,105,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,65536,2,142,82,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,65536,2,135,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,2,137,124,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,65536,3,108,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,65536,3,143,81,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,3,159,80,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,65536,3,147,88,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,3,166,97,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,65536,3,140,69,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,65536,3,142,81,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,3,154,119,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,65536,4,107,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,65536,4,146,81,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,4,153,89,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,65536,4,154,91,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,4,152,111,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,65536,4,142,73,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,65536,4,141,80,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,4,141,131,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,65536,5,103,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,65536,5,129,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,5,149,84,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,65536,5,149,84,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,5,151,111,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,65536,5,133,75,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,65536,5,139,73,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,5,145,137,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,262144,1,180,119,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,262144,1,219,181,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,1,275,215,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,262144,1,287,202,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,1,299,325,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,262144,1,282,188,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,262144,1,260,185,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,1,246,329,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,262144,2,168,117,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,262144,2,204,146,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,2,259,191,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,262144,2,274,187,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,2,277,258,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,262144,2,232,170,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,262144,2,262,171,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,2,263,322,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,262144,3,173,118,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,262144,3,236,147,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,3,282,189,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,262144,3,289,211,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,3,289,293,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,262144,3,230,173,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,262144,3,258,175,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,3,255,357,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,262144,4,170,125,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,262144,4,231,157,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,4,278,203,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,262144,4,290,203,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,4,282,298,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,262144,4,229,174,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,262144,4,277,156,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,4,28771,305,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,262144,5,176,124,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,262144,5,230,160,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,5,262,169,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,262144,5,270,184,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,5,275,239,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,262144,5,226,160,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,262144,5,241,165,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,5,247,323,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,1048576,1,422,369,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,1048576,1,507,430,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,1,726,612,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,1048576,1,911,704,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,1048576,1,906,1052,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,1048576,1,660,546,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,1048576,1,724,541,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,1048576,1,755,1165,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,1048576,2,425,382,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,1048576,2,516,445,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,2,741,630,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,1048576,2,887,630,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,1048576,2,831,831,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,1048576,2,643,557,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,1048576,2,711,612,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,1048576,2,729,1179,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,1048576,3,424,375,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,1048576,3,523,430,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,3,756,671,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,1048576,3,826,597,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,1048576,3,790,945,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,1048576,3,625,525,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,1048576,3,725,539,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,1048576,3,745,1137,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,1048576,4,438,377,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,1048576,4,513,456,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,4,751,620,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,1048576,4,841,610,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,1048576,4,846,780,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,1048576,4,622,529,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,1048576,4,715,522,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,1048576,4,729,1158,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,1048576,5,432,388,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,1048576,5,503,436,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,5,776,619,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,1048576,5,830,617,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,1048576,5,850,1063,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,1048576,5,732,542,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,1048576,5,738,548,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,1048576,5,733,1194,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,4194304,1,1446,1345,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,4194304,1,1720,1628,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,1,2666,2441,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,4194304,1,3056,2272,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,4194304,1,3055,3487,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,4194304,1,2235,1906,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,4194304,1,2607,1977,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,4194304,1,2669,4537,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,4194304,2,1468,1144,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,4194304,2,1182,1463,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,2,2512,2233,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,4194304,2,3046,2277,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,4194304,2,3109,3651,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,4194304,2,2148,1940,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,4194304,2,2603,1973,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,4194304,2,2769,4493,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,4194304,3,1409,1371,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,4194304,3,1624,1551,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,3,2506,2272,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,4194304,3,3058,2288,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,4194304,3,3114,3207,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,4194304,3,2287,2054,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,4194304,3,2482,1898,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,4194304,3,2601,4431,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,4194304,4,1438,1379,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,4194304,4,1674,1557,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,4,2515,2291,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,4194304,4,3063,2319,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,4194304,4,3239,3701,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
rs,8+2,4194304,4,2158,1889,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,8+2,4194304,4,2545,1907,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,8+2,4194304,4,2637,4499,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
plain,1+0,4194304,5,1462,1351,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
stripe,10+0,4194304,5,1661,1549,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,5,2535,2323,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-sys,4+2,4194304,5,2940,2260,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
mojette-nonsys,4+2,4194304,5,3058,3463,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),4096,scalar
